record_index	seqid	official_start_1based	official_end_1based	length	raw_chars
359	NW_004440426.1	746608	746707	100	N
359	NW_004440426.1	752461	752560	100	N
359	NW_004440426.1	759424	759523	100	N
359	NW_004440426.1	777020	777119	100	N
359	NW_004440426.1	779875	779974	100	N
359	NW_004440426.1	835217	835316	100	N
359	NW_004440426.1	857546	857645	100	N
359	NW_004440426.1	896722	896821	100	N
359	NW_004440426.1	900395	900494	100	N
359	NW_004440426.1	904172	904271	100	N
359	NW_004440426.1	907099	907198	100	N
359	NW_004440426.1	908778	908877	100	N
359	NW_004440426.1	913188	913287	100	N
359	NW_004440426.1	928007	928106	100	N
359	NW_004440426.1	931608	931707	100	N
359	NW_004440426.1	935601	935700	100	N
359	NW_004440426.1	955126	955225	100	N
359	NW_004440426.1	970189	970288	100	N
359	NW_004440426.1	975289	975388	100	N
359	NW_004440426.1	993181	993280	100	N
359	NW_004440426.1	1046052	1046151	100	N
359	NW_004440426.1	1079621	1079720	100	N
359	NW_004440426.1	1094278	1094377	100	N
359	NW_004440426.1	1102516	1102615	100	N
359	NW_004440426.1	1134282	1134381	100	N
359	NW_004440426.1	1147600	1147699	100	N
359	NW_004440426.1	1152751	1152850	100	N
359	NW_004440426.1	1160580	1160679	100	N
359	NW_004440426.1	1168644	1168743	100	N
359	NW_004440426.1	1175097	1175196	100	N
359	NW_004440426.1	1181754	1181853	100	N
359	NW_004440426.1	1184467	1184566	100	N
362	NW_004440424.1	3658	3757	100	N
362	NW_004440424.1	12988	13087	100	N
362	NW_004440424.1	90065	90164	100	N
363	NW_004443653.1	2700	2799	100	N
364	NW_004440422.1	3210	3309	100	N
364	NW_004440422.1	6313	6412	100	N
364	NW_004440422.1	7799	7898	100	N
364	NW_004440422.1	10495	10594	100	N
366	NW_004440419.1	4044	4143	100	N
366	NW_004440419.1	5368	5467	100	N
366	NW_004440419.1	8353	8452	100	N
366	NW_004440419.1	11507	11606	100	N
366	NW_004440419.1	18686	18785	100	N
366	NW_004440419.1	21661	21760	100	N
366	NW_004440419.1	27179	27278	100	N
366	NW_004440419.1	31129	31228	100	N
366	NW_004440419.1	41320	41419	100	N
366	NW_004440419.1	44322	44421	100	N
366	NW_004440419.1	55576	55675	100	N
366	NW_004440419.1	61952	62051	100	N
366	NW_004440419.1	74329	74428	100	N
366	NW_004440419.1	78351	78450	100	N
366	NW_004440419.1	82932	83031	100	N
366	NW_004440419.1	93164	93263	100	N
366	NW_004440419.1	95097	95196	100	N
366	NW_004440419.1	102666	102765	100	N
366	NW_004440419.1	105642	105741	100	N
366	NW_004440419.1	108587	108686	100	N
369	NW_004443649.1	2224	2323	100	N
375	NW_004440417.1	4175	4274	100	N
375	NW_004440417.1	18549	18648	100	N
375	NW_004440417.1	20926	21025	100	N
375	NW_004440417.1	23714	23813	100	N
375	NW_004440417.1	26533	26632	100	N
375	NW_004440417.1	29522	29621	100	N
375	NW_004440417.1	30472	30571	100	N
375	NW_004440417.1	33822	33921	100	N
375	NW_004440417.1	34989	35088	100	N
375	NW_004440417.1	40829	40928	100	N
375	NW_004440417.1	43717	43816	100	N
375	NW_004440417.1	48036	48135	100	N
375	NW_004440417.1	60056	60155	100	N
375	NW_004440417.1	62902	63001	100	N
375	NW_004440417.1	66755	66854	100	N
375	NW_004440417.1	82417	82516	100	N
375	NW_004440417.1	84810	84909	100	N
375	NW_004440417.1	101965	102064	100	N
375	NW_004440417.1	103264	103363	100	N
375	NW_004440417.1	105630	105729	100	N
375	NW_004440417.1	125566	125665	100	N
375	NW_004440417.1	127001	127100	100	N
375	NW_004440417.1	128587	128686	100	N
375	NW_004440417.1	131311	131410	100	N
375	NW_004440417.1	132697	132796	100	N
375	NW_004440417.1	134111	134210	100	N
376	NW_004440415.1	1976	2075	100	N
376	NW_004440415.1	2927	3026	100	N
376	NW_004440415.1	4452	4551	100	N
376	NW_004440415.1	6762	6861	100	N
376	NW_004440415.1	9656	9755	100	N
376	NW_004440415.1	14950	15049	100	N
376	NW_004440415.1	33087	33186	100	N
376	NW_004440415.1	39133	39232	100	N
376	NW_004440415.1	56450	56549	100	N
376	NW_004440415.1	57953	58052	100	N
376	NW_004440415.1	66408	66507	100	N
376	NW_004440415.1	76756	76855	100	N
380	NW_004440413.1	1658	1757	100	N
380	NW_004440413.1	3601	3700	100	N
380	NW_004440413.1	7227	7326	100	N
380	NW_004440413.1	9329	9428	100	N
380	NW_004440413.1	14067	14166	100	N
380	NW_004440413.1	17938	18037	100	N
380	NW_004440413.1	27470	27569	100	N
383	NW_004440409.1	1476	1575	100	N
383	NW_004440409.1	9988	10087	100	N
383	NW_004440409.1	21577	21676	100	N
383	NW_004440409.1	24516	24615	100	N
383	NW_004440409.1	32350	32449	100	N
383	NW_004440409.1	34190	34289	100	N
383	NW_004440409.1	35882	35981	100	N
383	NW_004440409.1	44303	44402	100	N
384	NW_004443629.1	2532	2631	100	N
384	NW_004443629.1	3589	3688	100	N
386	NW_004440406.1	12077	12176	100	N
386	NW_004440406.1	13511	13610	100	N
387	NW_004440403.1	15782	15881	100	N
387	NW_004440403.1	19368	19467	100	N
387	NW_004440403.1	22068	22167	100	N
387	NW_004440403.1	23780	23879	100	N
387	NW_004440403.1	27428	27527	100	N
387	NW_004440403.1	31365	31464	100	N
387	NW_004440403.1	33927	34026	100	N
387	NW_004440403.1	40356	40455	100	N
387	NW_004440403.1	45411	45510	100	N
387	NW_004440403.1	47126	47225	100	N
387	NW_004440403.1	51023	51122	100	N
387	NW_004440403.1	54228	54327	100	N
387	NW_004440403.1	65743	65842	100	N
387	NW_004440403.1	86776	86875	100	N
387	NW_004440403.1	90315	90414	100	N
387	NW_004440403.1	91935	92034	100	N
387	NW_004440403.1	93956	94055	100	N
387	NW_004440403.1	96665	96764	100	N
389	NW_004440401.1	2903	3002	100	N
389	NW_004440401.1	8206	8305	100	N
389	NW_004440401.1	9456	9555	100	N
389	NW_004440401.1	12712	12811	100	N
389	NW_004440401.1	15480	15579	100	N
389	NW_004440401.1	22346	22445	100	N
389	NW_004440401.1	24224	24323	100	N
389	NW_004440401.1	27268	27367	100	N
391	NW_004440399.1	2663	2762	100	N
391	NW_004440399.1	6403	6502	100	N
391	NW_004440399.1	23033	23132	100	N
391	NW_004440399.1	26080	26179	100	N
391	NW_004440399.1	31982	32081	100	N
391	NW_004440399.1	34410	34509	100	N
393	NW_004443622.1	1746	1845	100	N
394	NW_004443620.1	1810	1909	100	N
394	NW_004443620.1	6962	7061	100	N
401	NW_004440395.1	2223	2322	100	N
401	NW_004440395.1	6698	6797	100	N
402	NW_004440393.1	2870	2969	100	N
402	NW_004440393.1	7319	7418	100	N
402	NW_004440393.1	15234	15333	100	N
402	NW_004440393.1	19228	19327	100	N
402	NW_004440393.1	33070	33169	100	N
402	NW_004440393.1	36118	36217	100	N
402	NW_004440393.1	45717	45816	100	N
402	NW_004440393.1	47840	47939	100	N
402	NW_004440393.1	50409	50508	100	N
402	NW_004440393.1	52038	52137	100	N
402	NW_004440393.1	54059	54158	100	N
412	NW_004440383.1	2224	2323	100	N
412	NW_004440383.1	5267	5366	100	N
412	NW_004440383.1	10299	10398	100	N
412	NW_004440383.1	15493	15592	100	N
412	NW_004440383.1	30362	30461	100	N
412	NW_004440383.1	59900	59999	100	N
412	NW_004440383.1	88882	88981	100	N
412	NW_004440383.1	136751	136850	100	N
412	NW_004440383.1	143416	143515	100	N
412	NW_004440383.1	144751	144850	100	N
412	NW_004440383.1	147283	147382	100	N
412	NW_004440383.1	153341	153440	100	N
412	NW_004440383.1	157255	157354	100	N
412	NW_004440383.1	209498	209597	100	N
412	NW_004440383.1	230515	230614	100	N
412	NW_004440383.1	309507	309606	100	N
412	NW_004440383.1	356305	356404	100	N
412	NW_004440383.1	368317	368416	100	N
412	NW_004440383.1	372901	373000	100	N
412	NW_004440383.1	402034	402133	100	N
412	NW_004440383.1	462042	462141	100	N
413	NW_004440380.1	4613	4712	100	N
413	NW_004440380.1	18434	18533	100	N
413	NW_004440380.1	25442	25541	100	N
413	NW_004440380.1	39531	39630	100	N
413	NW_004440380.1	54249	54348	100	N
413	NW_004440380.1	61143	61242	100	N
413	NW_004440380.1	64393	64492	100	N
413	NW_004440380.1	67766	67865	100	N
413	NW_004440380.1	79341	79440	100	N
413	NW_004440380.1	81455	81554	100	N
413	NW_004440380.1	89176	89275	100	N
413	NW_004440380.1	94932	95031	100	N
413	NW_004440380.1	96858	96957	100	N
413	NW_004440380.1	98556	98655	100	N
413	NW_004440380.1	128155	128254	100	N
413	NW_004440380.1	133410	133509	100	N
413	NW_004440380.1	137547	137646	100	N
413	NW_004440380.1	139733	139832	100	N
413	NW_004440380.1	141427	141526	100	N
413	NW_004440380.1	158995	159094	100	N
413	NW_004440380.1	167355	167454	100	N
413	NW_004440380.1	169029	169128	100	N
413	NW_004440380.1	171545	171644	100	N
413	NW_004440380.1	174571	174670	100	N
413	NW_004440380.1	188086	188185	100	N
413	NW_004440380.1	189739	189838	100	N
413	NW_004440380.1	195394	195493	100	N
413	NW_004440380.1	205014	205113	100	N
420	NW_004440376.1	1483	1582	100	N
420	NW_004440376.1	4742	4841	100	N
420	NW_004440376.1	9388	9487	100	N
420	NW_004440376.1	14024	14123	100	N
420	NW_004440376.1	21936	22035	100	N
420	NW_004440376.1	29021	29120	100	N
420	NW_004440376.1	34341	34440	100	N
420	NW_004440376.1	38930	39029	100	N
420	NW_004440376.1	40268	40367	100	N
420	NW_004440376.1	48288	48387	100	N
420	NW_004440376.1	68936	69035	100	N
420	NW_004440376.1	70743	70842	100	N
420	NW_004440376.1	75040	75139	100	N
420	NW_004440376.1	76864	76963	100	N
420	NW_004440376.1	79030	79129	100	N
420	NW_004440376.1	80866	80965	100	N
420	NW_004440376.1	84677	84776	100	N
420	NW_004440376.1	88749	88848	100	N
420	NW_004440376.1	91187	91286	100	N
420	NW_004440376.1	98846	98945	100	N
420	NW_004440376.1	100528	100627	100	N
422	NW_004440373.1	4762	4861	100	N
422	NW_004440373.1	11197	11296	100	N
422	NW_004440373.1	15815	15914	100	N
422	NW_004440373.1	17279	17378	100	N
425	NW_004440371.1	1598	1697	100	N
425	NW_004440371.1	4224	4323	100	N
434	NW_004440367.1	2087	2186	100	N
434	NW_004440367.1	3883	3982	100	N
434	NW_004440367.1	13923	14022	100	N
434	NW_004440367.1	15969	16068	100	N
434	NW_004440367.1	29948	30047	100	N
434	NW_004440367.1	43178	43277	100	N
434	NW_004440367.1	47268	47367	100	N
434	NW_004440367.1	92040	92139	100	N
434	NW_004440367.1	96569	96668	100	N
434	NW_004440367.1	110740	110839	100	N
434	NW_004440367.1	117284	117383	100	N
438	NW_004440365.1	1737	1836	100	N
439	NW_004443564.1	1182	1281	100	N
440	NW_004440363.1	9201	9300	100	N
440	NW_004440363.1	11731	11830	100	N
440	NW_004440363.1	13810	13909	100	N
440	NW_004440363.1	16264	16363	100	N
440	NW_004440363.1	20001	20100	100	N
440	NW_004440363.1	26568	26667	100	N
440	NW_004440363.1	27722	27821	100	N
440	NW_004440363.1	29602	29701	100	N
440	NW_004440363.1	39610	39709	100	N
440	NW_004440363.1	53616	53715	100	N
440	NW_004440363.1	57532	57631	100	N
440	NW_004440363.1	63176	63275	100	N
440	NW_004440363.1	66009	66108	100	N
440	NW_004440363.1	67203	67302	100	N
443	NW_004440361.1	1330	1429	100	N
443	NW_004440361.1	13532	13631	100	N
443	NW_004440361.1	21400	21499	100	N
443	NW_004440361.1	26751	26850	100	N
443	NW_004440361.1	38693	38792	100	N
443	NW_004440361.1	50750	50849	100	N
443	NW_004440361.1	66541	66640	100	N
443	NW_004440361.1	69591	69690	100	N
443	NW_004440361.1	76675	76774	100	N
443	NW_004440361.1	77877	77976	100	N
443	NW_004440361.1	81055	81154	100	N
443	NW_004440361.1	83608	83707	100	N
443	NW_004440361.1	101649	101748	100	N
446	NW_004440359.1	34223	34322	100	N
446	NW_004440359.1	38883	38982	100	N
446	NW_004440359.1	42043	42142	100	N
446	NW_004440359.1	45628	45727	100	N
446	NW_004440359.1	51085	51184	100	N
446	NW_004440359.1	62434	62533	100	N
446	NW_004440359.1	66967	67066	100	N
446	NW_004440359.1	79657	79756	100	N
446	NW_004440359.1	85361	85460	100	N
447	NW_004443555.1	1406	1505	100	N
448	NW_004440356.1	1296	1395	100	N
448	NW_004440356.1	6487	6586	100	N
448	NW_004440356.1	62393	62492	100	N
448	NW_004440356.1	65773	65872	100	N
448	NW_004440356.1	92298	92397	100	N
448	NW_004440356.1	104092	104191	100	N
448	NW_004440356.1	182648	182747	100	N
448	NW_004440356.1	222313	222412	100	N
448	NW_004440356.1	233444	233543	100	N
448	NW_004440356.1	235447	235546	100	N
448	NW_004440356.1	253328	253427	100	N
448	NW_004440356.1	258733	258832	100	N
448	NW_004440356.1	263313	263412	100	N
448	NW_004440356.1	271364	271463	100	N
448	NW_004440356.1	276629	276728	100	N
448	NW_004440356.1	280692	280791	100	N
448	NW_004440356.1	291937	292036	100	N
448	NW_004440356.1	296469	296568	100	N
452	NW_004440354.1	1230	1329	100	N
452	NW_004440354.1	3254	3353	100	N
452	NW_004440354.1	8479	8578	100	N
452	NW_004440354.1	40498	40597	100	N
460	NW_004440352.1	1307	1406	100	N
460	NW_004440352.1	7806	7905	100	N
460	NW_004440352.1	30929	31028	100	N
460	NW_004440352.1	32376	32475	100	N
460	NW_004440352.1	35592	35691	100	N
460	NW_004440352.1	63174	63273	100	N
460	NW_004440352.1	67464	67563	100	N
464	NW_004440347.1	31094	31193	100	N
464	NW_004440347.1	33114	33213	100	N
464	NW_004440347.1	37158	37257	100	N
464	NW_004440347.1	69918	70017	100	N
464	NW_004440347.1	75529	75628	100	N
464	NW_004440347.1	90733	90832	100	N
464	NW_004440347.1	95718	95817	100	N
464	NW_004440347.1	105579	105678	100	N
464	NW_004440347.1	109540	109639	100	N
464	NW_004440347.1	129654	129753	100	N
464	NW_004440347.1	132535	132634	100	N
464	NW_004440347.1	135538	135637	100	N
464	NW_004440347.1	159688	159787	100	N
464	NW_004440347.1	161955	162054	100	N
464	NW_004440347.1	180136	180235	100	N
464	NW_004440347.1	181740	181839	100	N
464	NW_004440347.1	183237	183336	100	N
464	NW_004440347.1	201873	201972	100	N
464	NW_004440347.1	204138	204237	100	N
464	NW_004440347.1	206714	206813	100	N
464	NW_004440347.1	214831	214930	100	N
464	NW_004440347.1	238309	238408	100	N
464	NW_004440347.1	261408	261507	100	N
464	NW_004440347.1	290411	290510	100	N
464	NW_004440347.1	300329	300428	100	N
464	NW_004440347.1	303033	303132	100	N
464	NW_004440347.1	311687	311786	100	N
464	NW_004440347.1	314036	314135	100	N
468	NW_004443530.1	2061	2160	100	N
468	NW_004443530.1	3604	3703	100	N
468	NW_004443530.1	5056	5155	100	N
470	NW_004440337.1	1845	1944	100	N
470	NW_004440337.1	5169	5268	100	N
470	NW_004440337.1	9721	9820	100	N
470	NW_004440337.1	12545	12644	100	N
470	NW_004440337.1	14113	14212	100	N
470	NW_004440337.1	37118	37217	100	N
470	NW_004440337.1	45718	45817	100	N
470	NW_004440337.1	69307	69406	100	N
470	NW_004440337.1	83119	83218	100	N
470	NW_004440337.1	92083	92182	100	N
470	NW_004440337.1	95119	95218	100	N
470	NW_004440337.1	96742	96841	100	N
470	NW_004440337.1	107118	107217	100	N
470	NW_004440337.1	117627	117726	100	N
471	NW_004440335.1	2009	2108	100	N
471	NW_004440335.1	21045	21144	100	N
471	NW_004440335.1	40526	40625	100	N
471	NW_004440335.1	45901	46000	100	N
471	NW_004440335.1	52993	53092	100	N
471	NW_004440335.1	75361	75460	100	N
471	NW_004440335.1	85931	86030	100	N
471	NW_004440335.1	91459	91558	100	N
471	NW_004440335.1	97451	97550	100	N
471	NW_004440335.1	104720	104819	100	N
471	NW_004440335.1	106416	106515	100	N
471	NW_004440335.1	118155	118254	100	N
471	NW_004440335.1	120482	120581	100	N
479	NW_004440331.1	5557	5656	100	N
479	NW_004440331.1	8734	8833	100	N
479	NW_004440331.1	11659	11758	100	N
479	NW_004440331.1	34322	34421	100	N
479	NW_004440331.1	63522	63621	100	N
479	NW_004440331.1	65918	66017	100	N
479	NW_004440331.1	74983	75082	100	N
479	NW_004440331.1	82468	82567	100	N
479	NW_004440331.1	104187	104286	100	N
479	NW_004440331.1	104946	105045	100	N
479	NW_004440331.1	110448	110547	100	N
479	NW_004440331.1	123938	124037	100	N
479	NW_004440331.1	128424	128523	100	N
481	NW_004443516.1	2005	2104	100	N
482	NW_004440329.1	2251	2350	100	N
483	NW_004440327.1	2620	2719	100	N
484	NW_004440325.1	1555	1654	100	N
484	NW_004440325.1	2831	2930	100	N
484	NW_004440325.1	24731	24830	100	N
484	NW_004440325.1	29847	29946	100	N
484	NW_004440325.1	44122	44221	100	N
484	NW_004440325.1	45379	45478	100	N
484	NW_004440325.1	48296	48395	100	N
484	NW_004440325.1	49506	49605	100	N
484	NW_004440325.1	52610	52709	100	N
484	NW_004440325.1	55233	55332	100	N
484	NW_004440325.1	62590	62689	100	N
484	NW_004440325.1	64199	64298	100	N
484	NW_004440325.1	69166	69265	100	N
484	NW_004440325.1	81615	81714	100	N
484	NW_004440325.1	87946	88045	100	N
484	NW_004440325.1	95331	95430	100	N
484	NW_004440325.1	103613	103712	100	N
484	NW_004440325.1	119199	119298	100	N
484	NW_004440325.1	125535	125634	100	N
484	NW_004440325.1	127655	127754	100	N
487	NW_004443510.1	1370	1469	100	N
490	NW_004443507.1	1140	1239	100	N
491	NW_004440321.1	2742	2841	100	N
491	NW_004440321.1	27840	27939	100	N
492	NW_004443505.1	1394	1493	100	N
495	NW_004440319.1	2138	2237	100	N
495	NW_004440319.1	5454	5553	100	N
495	NW_004440319.1	14351	14450	100	N
495	NW_004440319.1	16428	16527	100	N
495	NW_004440319.1	18910	19009	100	N
495	NW_004440319.1	21355	21454	100	N
495	NW_004440319.1	22773	22872	100	N
495	NW_004440319.1	34579	34678	100	N
495	NW_004440319.1	36454	36553	100	N
495	NW_004440319.1	56688	56787	100	N
503	NW_004440311.1	2135	2234	100	N
504	NW_004440309.1	1829	1928	100	N
504	NW_004440309.1	4432	4531	100	N
504	NW_004440309.1	26214	26313	100	N
504	NW_004440309.1	69037	69136	100	N
504	NW_004440309.1	76500	76599	100	N
504	NW_004440309.1	95970	96069	100	N
504	NW_004440309.1	139935	140034	100	N
504	NW_004440309.1	214568	214667	100	N
504	NW_004440309.1	225088	225187	100	N
504	NW_004440309.1	226809	226908	100	N
505	NW_004440307.1	1971	2070	100	N
505	NW_004440307.1	4325	4424	100	N
505	NW_004440307.1	6108	6207	100	N
505	NW_004440307.1	9268	9367	100	N
505	NW_004440307.1	29305	29404	100	N
505	NW_004440307.1	42250	42349	100	N
505	NW_004440307.1	44802	44901	100	N
505	NW_004440307.1	50370	50469	100	N
505	NW_004440307.1	56411	56510	100	N
505	NW_004440307.1	64754	64853	100	N
507	NW_004440305.1	3127	3226	100	N
507	NW_004440305.1	5062	5161	100	N
507	NW_004440305.1	12095	12194	100	N
507	NW_004440305.1	16401	16500	100	N
516	NW_004440431.1	1999	2098	100	N
519	NW_004440302.1	18559	18658	100	N
519	NW_004440302.1	39645	39744	100	N
519	NW_004440302.1	42495	42594	100	N
519	NW_004440302.1	44555	44654	100	N
519	NW_004440302.1	46990	47089	100	N
519	NW_004440302.1	52468	52567	100	N
522	NW_004440300.1	4830	4929	100	N
522	NW_004440300.1	8692	8791	100	N
522	NW_004440300.1	32087	32186	100	N
522	NW_004440300.1	45595	45694	100	N
522	NW_004440300.1	49480	49579	100	N
522	NW_004440300.1	54759	54858	100	N
522	NW_004440300.1	78602	78701	100	N
522	NW_004440300.1	86368	86467	100	N
522	NW_004440300.1	95100	95199	100	N
522	NW_004440300.1	102869	102968	100	N
522	NW_004440300.1	104505	104604	100	N
522	NW_004440300.1	106832	106931	100	N
522	NW_004440300.1	116153	116252	100	N
522	NW_004440300.1	123867	123966	100	N
522	NW_004440300.1	131788	131887	100	N
522	NW_004440300.1	134676	134775	100	N
522	NW_004440300.1	139081	139180	100	N
522	NW_004440300.1	142398	142497	100	N
522	NW_004440300.1	144553	144652	100	N
522	NW_004440300.1	147452	147551	100	N
522	NW_004440300.1	149299	149398	100	N
522	NW_004440300.1	159410	159509	100	N
522	NW_004440300.1	178498	178597	100	N
522	NW_004440300.1	188439	188538	100	N
522	NW_004440300.1	194056	194155	100	N
522	NW_004440300.1	196168	196267	100	N
522	NW_004440300.1	202478	202577	100	N
522	NW_004440300.1	205778	205877	100	N
522	NW_004440300.1	208323	208422	100	N
522	NW_004440300.1	211073	211172	100	N
522	NW_004440300.1	213400	213499	100	N
523	NW_004440427.1	1467	1566	100	N
524	NW_004440425.1	1008	1107	100	N
524	NW_004440425.1	2121	2220	100	N
527	NW_004440298.1	1415	1514	100	N
527	NW_004440298.1	5559	5658	100	N
527	NW_004440298.1	17242	17341	100	N
531	NW_004440414.1	1731	1830	100	N
532	NW_004440296.1	14272	14371	100	N
532	NW_004440296.1	17146	17245	100	N
532	NW_004440296.1	25095	25194	100	N
532	NW_004440296.1	26742	26841	100	N
539	NW_004440291.1	1885	1984	100	N
539	NW_004440291.1	3202	3301	100	N
539	NW_004440291.1	11165	11264	100	N
539	NW_004440291.1	24505	24604	100	N
539	NW_004440291.1	30068	30167	100	N
539	NW_004440291.1	33918	34017	100	N
539	NW_004440291.1	39347	39446	100	N
539	NW_004440291.1	41397	41496	100	N
540	NW_004440289.1	1060	1159	100	N
540	NW_004440289.1	2095	2194	100	N
540	NW_004440289.1	5323	5422	100	N
540	NW_004440289.1	8445	8544	100	N
542	NW_004440400.1	1349	1448	100	N
543	NW_004440398.1	1680	1779	100	N
545	NW_004440286.1	12938	13037	100	N
545	NW_004440286.1	14018	14117	100	N
545	NW_004440286.1	15564	15663	100	N
545	NW_004440286.1	17616	17715	100	N
545	NW_004440286.1	26087	26186	100	N
545	NW_004440286.1	31066	31165	100	N
545	NW_004440286.1	33994	34093	100	N
545	NW_004440286.1	40035	40134	100	N
545	NW_004440286.1	41874	41973	100	N
545	NW_004440286.1	44627	44726	100	N
545	NW_004440286.1	48285	48384	100	N
545	NW_004440286.1	69446	69545	100	N
545	NW_004440286.1	100453	100552	100	N
545	NW_004440286.1	101710	101809	100	N
545	NW_004440286.1	120653	120752	100	N
545	NW_004440286.1	123937	124036	100	N
545	NW_004440286.1	125675	125774	100	N
545	NW_004440286.1	183230	183329	100	N
545	NW_004440286.1	223867	223966	100	N
545	NW_004440286.1	225538	225637	100	N
545	NW_004440286.1	227967	228066	100	N
545	NW_004440286.1	238552	238651	100	N
545	NW_004440286.1	265191	265290	100	N
545	NW_004440286.1	269550	269649	100	N
545	NW_004440286.1	322836	322935	100	N
545	NW_004440286.1	330349	330448	100	N
545	NW_004440286.1	367852	367951	100	N
545	NW_004440286.1	395226	395325	100	N
545	NW_004440286.1	431936	432035	100	N
545	NW_004440286.1	448304	448403	100	N
545	NW_004440286.1	463243	463342	100	N
547	NW_004440284.1	1197	1296	100	N
547	NW_004440284.1	7835	7934	100	N
547	NW_004440284.1	11626	11725	100	N
547	NW_004440284.1	13163	13262	100	N
547	NW_004440284.1	17670	17769	100	N
549	NW_004440392.1	5119	5218	100	N
553	NW_004440280.1	1081	1180	100	N
554	NW_004440278.1	2021	2120	100	N
554	NW_004440278.1	5302	5401	100	N
554	NW_004440278.1	7241	7340	100	N
554	NW_004440278.1	9270	9369	100	N
554	NW_004440278.1	11418	11517	100	N
555	NW_004440277.1	2455	2554	100	N
556	NW_004440274.1	1258	1357	100	N
556	NW_004440274.1	2951	3050	100	N
556	NW_004440274.1	33766	33865	100	N
556	NW_004440274.1	42614	42713	100	N
556	NW_004440274.1	65653	65752	100	N
556	NW_004440274.1	70097	70196	100	N
556	NW_004440274.1	72003	72102	100	N
556	NW_004440274.1	81001	81100	100	N
556	NW_004440274.1	83242	83341	100	N
556	NW_004440274.1	106137	106236	100	N
556	NW_004440274.1	110719	110818	100	N
556	NW_004440274.1	116698	116797	100	N
556	NW_004440274.1	125375	125474	100	N
556	NW_004440274.1	127722	127821	100	N
556	NW_004440274.1	162050	162149	100	N
556	NW_004440274.1	182540	182639	100	N
556	NW_004440274.1	190481	190580	100	N
556	NW_004440274.1	199142	199241	100	N
556	NW_004440274.1	203716	203815	100	N
556	NW_004440274.1	209558	209657	100	N
556	NW_004440274.1	212206	212305	100	N
557	NW_004440273.1	1272	1371	100	N
557	NW_004440273.1	13039	13138	100	N
557	NW_004440273.1	14505	14604	100	N
557	NW_004440273.1	18030	18129	100	N
558	NW_004440271.1	1004	1103	100	N
558	NW_004440271.1	2383	2482	100	N
558	NW_004440271.1	8985	9084	100	N
558	NW_004440271.1	29573	29672	100	N
558	NW_004440271.1	45390	45489	100	N
558	NW_004440271.1	51469	51568	100	N
558	NW_004440271.1	69855	69954	100	N
558	NW_004440271.1	80474	80573	100	N
558	NW_004440271.1	87458	87557	100	N
558	NW_004440271.1	97918	98017	100	N
558	NW_004440271.1	122744	122843	100	N
558	NW_004440271.1	129914	130013	100	N
558	NW_004440271.1	135630	135729	100	N
558	NW_004440271.1	153826	153925	100	N
559	NW_004440269.1	1756	1855	100	N
559	NW_004440269.1	4316	4415	100	N
559	NW_004440269.1	8213	8312	100	N
559	NW_004440269.1	9855	9954	100	N
559	NW_004440269.1	21738	21837	100	N
559	NW_004440269.1	24042	24141	100	N
559	NW_004440269.1	26329	26428	100	N
559	NW_004440269.1	27792	27891	100	N
559	NW_004440269.1	42905	43004	100	N
559	NW_004440269.1	45199	45298	100	N
559	NW_004440269.1	46334	46433	100	N
559	NW_004440269.1	50237	50336	100	N
559	NW_004440269.1	56044	56143	100	N
559	NW_004440269.1	72726	72825	100	N
559	NW_004440269.1	75211	75310	100	N
559	NW_004440269.1	90022	90121	100	N
559	NW_004440269.1	98085	98184	100	N
559	NW_004440269.1	101904	102003	100	N
559	NW_004440269.1	106029	106128	100	N
559	NW_004440269.1	115060	115159	100	N
559	NW_004440269.1	117540	117639	100	N
559	NW_004440269.1	125995	126094	100	N
559	NW_004440269.1	129309	129408	100	N
559	NW_004440269.1	148315	148414	100	N
559	NW_004440269.1	155414	155513	100	N
559	NW_004440269.1	165503	165602	100	N
559	NW_004440269.1	168302	168401	100	N
559	NW_004440269.1	175940	176039	100	N
559	NW_004440269.1	182201	182300	100	N
559	NW_004440269.1	184861	184960	100	N
559	NW_004440269.1	186203	186302	100	N
559	NW_004440269.1	188281	188380	100	N
559	NW_004440269.1	190597	190696	100	N
559	NW_004440269.1	196637	196736	100	N
560	NW_004440267.1	1969	2068	100	N
562	NW_004440265.1	22074	22173	100	N
562	NW_004440265.1	24127	24226	100	N
562	NW_004440265.1	43642	43741	100	N
562	NW_004440265.1	45519	45618	100	N
562	NW_004440265.1	52995	53094	100	N
562	NW_004440265.1	54408	54507	100	N
562	NW_004440265.1	61109	61208	100	N
562	NW_004440265.1	62439	62538	100	N
564	NW_004440263.1	7166	7265	100	N
564	NW_004440263.1	14678	14777	100	N
564	NW_004440263.1	19028	19127	100	N
564	NW_004440263.1	25909	26008	100	N
564	NW_004440263.1	29123	29222	100	N
564	NW_004440263.1	49874	49973	100	N
564	NW_004440263.1	83251	83350	100	N
564	NW_004440263.1	85779	85878	100	N
564	NW_004440263.1	92816	92915	100	N
564	NW_004440263.1	113622	113721	100	N
564	NW_004440263.1	118738	118837	100	N
564	NW_004440263.1	141498	141597	100	N
564	NW_004440263.1	143633	143732	100	N
564	NW_004440263.1	148876	148975	100	N
564	NW_004440263.1	179313	179412	100	N
564	NW_004440263.1	209483	209582	100	N
564	NW_004440263.1	271592	271691	100	N
564	NW_004440263.1	303112	303211	100	N
564	NW_004440263.1	314619	314718	100	N
564	NW_004440263.1	319598	319697	100	N
