record_index	seqid	official_length	official_acgt_length	local_acgt_start_0based	local_acgt_end_0based_exclusive
1112	NW_004191625.1	1115	1115	39194984	39196099
1113	NW_004191624.1	60026	59126	39196099	39255225
1114	NW_004191623.1	1719	1719	39255225	39256944
1115	NW_004191622.1	326234	323334	39256944	39580278
1116	NW_004191621.1	37253	36453	39580278	39616731
1117	NW_004191620.1	1439	1439	39616731	39618170
1118	NW_004191619.1	1310	1310	39618170	39619480
1119	NW_004191618.1	26043	25743	39619480	39645223
1120	NW_004191617.1	5737	5637	39645223	39650860
1121	NW_004191616.1	1237	1237	39650860	39652097
1122	NW_004191615.1	5618	5518	39652097	39657615
1123	NW_004191614.1	8046	7746	39657615	39665361
1124	NW_004191613.1	1008	1008	39665361	39666369
1125	NW_004191612.1	1221	1221	39666369	39667590
1126	NW_004191611.1	6674	6474	39667590	39674064
1127	NW_004191610.1	19408	19208	39674064	39693272
1128	NW_004191609.1	1146	1146	39693272	39694418
1129	NW_004191608.1	63262	62362	39694418	39756780
1130	NW_004191607.1	1193	1193	39756780	39757973
1131	NW_004191606.1	1179	1179	39757973	39759152
1132	NW_004191605.1	2491	2391	39759152	39761543
1133	NW_004191604.1	1206	1206	39761543	39762749
1134	NW_004191603.1	4464	4364	39762749	39767113
1135	NW_004191602.1	37980	37380	39767113	39804493
1136	NW_004191601.1	179167	177567	39804493	39982060
1137	NW_004191600.1	2285	2185	39982060	39984245
1138	NW_004191599.1	1594	1594	39984245	39985839
1139	NW_004191598.1	1113	1113	39985839	39986952
1140	NW_004191597.1	1304	1304	39986952	39988256
1141	NW_004191596.1	113381	111981	39988256	40100237
1142	NW_004191595.1	70575	68975	40100237	40169212
1143	NW_004191594.1	331495	326795	40169212	40496007
